Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","221","Oman","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","834059","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","165","Pakistan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","64090186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","299","Palestine","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","796758","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","166","Panama","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1424912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","168","Papua New Guinea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3532205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","169","Paraguay","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8406857","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","170","Peru","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","14091273","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","171","Philippines","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","30603573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","173","Poland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","29069544","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","174","Portugal","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5874377","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","177","Puerto Rico","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","419650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","179","Qatar","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","108984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","117","Republic of Korea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","15092157","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","146","Republic of Moldova","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2431311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","183","Romania","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","14459003","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","185","Russian Federation","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","82483045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","184","Rwanda","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3343632","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","188","Saint Kitts and Nevis","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3214","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","189","Saint Lucia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","24382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","191","Saint Vincent and the Grenadines","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","39239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","244","Samoa","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","78025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","193","Sao Tome and Principe","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","38371","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","194","Saudi Arabia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5178173","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","195","Senegal","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2211641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","272","Serbia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6464016","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","196","Seychelles","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","197","Sierra Leone","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1778694","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","200","Singapore","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","45538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","199","Slovakia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2088084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","198","Slovenia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","879388","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","25","Solomon Islands","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","124414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","201","Somalia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2571624","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","202","South Africa","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","20640724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","277","South Sudan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4115784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","203","Spain","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","51322913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","38","Sri Lanka","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4867048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","276","Sudan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","12766928","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","207","Suriname","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","202242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","210","Sweden","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4410835","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","211","Switzerland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3833240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","212","Syrian Arab Republic","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8186009","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","208","Tajikistan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2886952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","216","Thailand","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","47267964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","176","Timor-Leste","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","198875","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","217","Togo","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1191230","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","218","Tokelau","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","842","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","219","Tonga","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","46191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","220","Trinidad and Tobago","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","192410","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","222","Tunisia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5744673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","223","Turkey","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","61117398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","213","Turkmenistan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4115010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","227","Tuvalu","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1286","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","226","Uganda","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8249036","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","230","Ukraine","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","45546366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","225","United Arab Emirates","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","801872","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","229","United Kingdom of Great Britain and Northern Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","25883704","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","215","United Republic of Tanzania","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","15204607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","231","United States of America","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","346140627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","234","Uruguay","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6024645","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","235","Uzbekistan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","20048228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","155","Vanuatu","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","118750","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","236","Venezuela (Bolivarian Republic of)","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8672972","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","237","Viet Nam","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","45062046","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","249","Yemen","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3033479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","251","Zambia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3191246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","181","Zimbabwe","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2382746","A","Aggregate, may include official, semi-official, estimated or calculated data"
